pl_rade,pl_bmasse,pl_orbsmax,pl_orbeccen,pl_insol,st_teff,st_rad,st_mass,habitable
2.23,5.6,0.065,0.0,1366.477,6171.0,1.799,1.342,0
1.85,4.08,0.089,0.0,730.808,6171.0,1.799,1.342,0
1.32,2.3,0.0534,0.0,2099.752,6341.0,1.76,1.37,0
1.48,2.79,0.046,0.0,460.656,5502.0,1.063,1.019,0
3.14,10.0,0.248,0.0,16.147,5502.0,1.063,1.019,0
2.66,7.56,0.49884,0.0,4.118,5542.0,1.02,1.01,0
2.95,9.01,0.057,0.0,456.732,5786.0,1.491,1.164,0
3.58,12.5,0.165,0.0,54.105,5786.0,1.491,1.164,0
2.81,19.1,0.272,0.0,20.01,5786.0,1.491,1.164,0
2.1,9.1,0.812,0.72,1.013,5596.0,0.869,0.857,1
0.81,0.457,0.046,0.0,105.001,4632.0,0.666,0.729,0
1.57,3.09,0.076,0.0,37.321,4632.0,0.666,0.729,0
0.98,0.904,0.163,0.0,8.208,4632.0,0.666,0.729,0
1.33,2.33,0.226,0.0,4.274,4632.0,0.666,0.729,0
1.71,5.95575,0.037,0.0,308.885,5243.0,0.821,0.854,0
2.93,9.3,0.059,0.0,119.836,5243.0,0.821,0.854,0
2.73,3.61,0.087,0.0,56.293,5243.0,0.821,0.854,0
2.63,7.86706,0.13,0.0,25.156,5243.0,0.821,0.854,0
3.16,10.1,0.048,0.0,206.769,5433.0,0.869,0.933,0
4.64,19.4,0.091,0.0,59.076,5433.0,0.869,0.933,0
3.69,13.2,0.18,0.0,15.087,5433.0,0.869,0.933,0
2.99,7.4,0.07525,0.078,444.053,5803.0,1.72,1.125,0
3.44,5.1,0.09117,0.15,302.474,5803.0,1.72,1.125,0
5.24,8.0,0.11956,0.037,175.951,5803.0,1.72,1.125,0
4.6,4.8,0.14481,0.051,119.882,5803.0,1.72,1.125,0
1.39,2.51,0.038,0.0,201.489,5018.0,0.676,0.777,0
3.12,9.91,0.058,0.0,86.332,5018.0,0.676,0.777,0
2.3,5.9,0.089,0.0,36.293,5018.0,0.676,0.777,0
1.97,4.54,0.124,0.0,18.732,5018.0,0.676,0.777,0
1.2,1.87,0.056,0.0,38.883,3682.0,0.48,0.593,0
1.84,4.04,0.111,0.0,9.903,3682.0,0.48,0.593,0
1.55,24.0,0.047,0.0,270.402,5571.0,0.802,0.904,0
2.27,45.2,0.058,0.0,180.513,5571.0,0.802,0.904,0
1.22,1.98,0.076,0.0,103.645,5571.0,0.802,0.904,0
3.11,9.85,0.09,0.0,104.641,5854.0,1.091,0.954,0
3.04,9.48,0.29,0.0,10.186,5854.0,1.091,0.954,0
1.53,2.96,0.038,0.0,863.776,6043.0,1.014,1.006,0
2.7,7.75,0.052,0.0,457.318,6043.0,1.014,1.006,0
4.04,15.4,0.101,0.0,122.778,6043.0,1.014,1.006,0
2.2,5.48,0.062,0.0,76.217,5120.0,0.728,0.808,0
4.92,21.5,0.117,0.0,21.637,5120.0,0.728,0.808,0
3.85,14.2,0.22,0.0,6.162,5120.0,0.728,0.808,0
1.638,2.56,0.07212,0.017,446.107,5828.0,1.548,1.078,0
3.005,7.81,0.09501,0.021,257.39,5828.0,1.548,1.078,0
2.206,4.44,0.12012,0.01,161.038,5828.0,1.548,1.078,0
4.26,16.8,0.191,0.0,11.816,5588.0,0.817,0.784,0
2.04,4.82,0.38,0.0,2.976,5588.0,0.817,0.784,0
1.73,35.4,0.074,0.0,14.879,3767.0,0.49,0.58,0
1.93,24.1,0.114,0.0,6.267,3767.0,0.49,0.58,0
3.08,9.69,0.054,0.0,410.583,5847.0,0.968,0.97,0
3.83,14.0,0.101,0.0,116.524,5847.0,0.968,0.97,0
2.43,6.48,0.077,0.0,85.131,5360.0,0.758,0.855,0
2.71,7.8,0.287,0.0,6.195,5360.0,0.758,0.855,0
3.7,13.2,0.04,0.0,1007.716,6224.0,1.113,1.129,0
3.51,12.1,0.077,0.0,273.304,6224.0,1.113,1.129,0
2.23,5.6,0.037,0.0,44.0,4255.0,0.554,0.581,0
1.28,2.18,0.065,0.0,14.2,4255.0,0.554,0.581,0
2.05,4.86,0.122,0.0,4.03,4255.0,0.554,0.581,0
2.22,5.56,0.213,0.0,1.33,4255.0,0.554,0.581,1
1.57,3.09,0.065,0.0,15.632,3750.0,0.51,0.596005,0
2.0,4.66,0.132,0.0,3.802,3750.0,0.51,0.596005,0
1.41,2.57,0.05,0.0,124.961,4861.0,0.725,0.696,0
2.08,4.98,0.071,0.0,60.642,4861.0,0.725,0.696,0
1.73,3305.02,0.034,0.0,2500.588,5751.0,1.43,1.229,0
2.39,152.522,0.069,0.0,592.298,5751.0,1.43,1.229,0
3.07,23.1,0.115,0.0,213.48,5751.0,1.43,1.229,0
5.6,169.7,0.17286,0.0,98.461,5800.0,0.96,1.06,0
2.0,13.5,0.28635,0.0,35.869,5800.0,0.96,1.06,0
2.33,6.04,0.095,0.0,34.746,4914.0,0.763,0.757,0
2.51,6.85,0.268,0.0,4.315,4914.0,0.763,0.757,0
2.348,11.14,0.08045,0.023,252.246,6028.0,1.099,1.06,0
2.514,9.99,0.10612,0.014,144.827,6028.0,1.099,1.06,0
1.67,293.959,0.051,0.0,601.895,5897.0,1.289,1.046,0
2.78,26.2118,0.138,0.0,81.506,5897.0,1.289,1.046,0
1.37,2.45,0.048,0.0,142.736,4985.0,0.739,0.868,0
2.2,102.3,0.074,0.0,59.838,4985.0,0.739,0.868,0
2.33,6.04,0.094,0.0,23.6,4699.0,0.668,0.671,0
2.57,7.13,0.189,0.0,5.88,4699.0,0.668,0.671,0
2.61,7.32,0.075,0.0,43.768,5020.0,0.85,0.748,0
2.0,4.66,0.109,0.0,20.498,5020.0,0.85,0.748,0
2.45,6.57,0.062,0.0,115.505,5228.0,0.842,0.904,0
1.99,4.62,0.142,0.0,21.72,5228.0,0.842,0.904,0
2.76,8.05,0.05,0.0,242.471,5554.0,0.803,0.933,0
2.05,4.86,0.087,0.0,81.574,5554.0,0.803,0.933,0
2.31,15.2,0.14,0.0,31.267,5554.0,0.803,0.933,0
2.57,146.78,0.071,0.0,77.749,5100.0,0.795,0.856,0
2.18,26.7,0.124,0.0,25.152,5100.0,0.795,0.856,0
3.03,21.6,0.202,0.0,9.492,5100.0,0.795,0.856,0
1.75,1806.36,0.04053,0.0,240.151,5174.0,0.8,0.86,0
2.34,6.08,0.052,0.0,141.613,5206.0,0.831,0.853,0
1.5,2.86,0.095,0.0,43.208,5206.0,0.831,0.853,0
1.64,3.33,0.042,0.0,216.111,5100.0,0.768,0.887,0
4.09,15.7,0.084,0.0,53.899,5100.0,0.768,0.887,0
3.94,14.7,0.14,0.0,19.21,5100.0,0.768,0.887,0
3.02,9.38,0.066,0.0,79.311,5190.0,0.831,0.838,0
4.07,15.6,0.123,0.0,22.459,5190.0,0.831,0.838,0
1.09,1.32,0.035,0.0,24.26,3568.0,0.482,0.510238,0
1.51,2.89,0.058,0.0,12.529,3568.0,0.482,0.510238,0
1.57,3.09,0.097,0.0,4.474,3568.0,0.482,0.510238,0
2.748,8.7,0.0695,0.0029,542.96,6354.0,1.316,1.165,0
5.217,15.2,0.1117,0.0061,210.172,6354.0,1.316,1.165,0
1.13,1.51,0.048,0.0,148.103,5160.0,0.805,0.806,0
2.28,5.82,0.069,0.0,71.499,5160.0,0.805,0.806,0
2.18,5.39,0.127,0.0,21.463,5160.0,0.805,0.806,0
1.33,2.33,0.053,0.0,203.169,5526.0,0.89,0.891,0
2.77,8.1,0.122,0.0,38.953,5526.0,0.89,0.891,0
2.77,8.1,0.182,0.0,17.477,5526.0,0.89,0.891,0
2.77,8.1,0.404,0.0,3.548,5526.0,0.89,0.891,0
1.23,2.04,0.058,0.0,39.264,4208.0,0.549,0.61,0
2.15,5.27,0.08,0.0,20.507,4208.0,0.549,0.61,0
1.63,3.29,0.046,0.0,194.346,5208.0,0.786,0.86,0
2.65,7.51,0.089,0.0,51.273,5208.0,0.786,0.86,0
3.17,10.2,0.13,0.0,24.084,5208.0,0.786,0.86,0
3.87,14.3,0.064,0.0,184.341,5957.0,0.91,0.849,0
2.15,3.2,0.105,0.0,67.225,5957.0,0.91,0.849,0
2.5,6.8,0.139,0.0,38.844,5957.0,0.91,0.849,0
1.55,3.02,0.063,0.0,174.395,5573.0,0.933,0.867,0
2.99,9.22,0.092,0.0,83.264,5573.0,0.933,0.867,0
1.32,2.3,0.0192,0.0,1686.09,5431.0,0.86,0.9,0
1.59,3.15,0.027,0.0,1225.934,5551.0,1.301,1.037,0
2.15,5.27,0.045,0.0,457.066,5551.0,1.301,1.037,0
2.48,6.71,0.064,0.0,221.1,5551.0,1.301,1.037,0
2.35,6.12,0.096,0.0,98.9,5551.0,1.301,1.037,0
2.61,7.32,0.034,0.0,343.6,5180.0,1.037,0.916,0
5.41,25.2,0.066,0.0,88.6,5180.0,1.037,0.916,0
4.95,21.7,0.16,0.0,15.2,5180.0,1.037,0.916,0
4.06,15.5,0.103,0.0,27.791,4942.0,0.915,0.82,0
3.61,12.7,0.193,0.0,7.985,4942.0,0.915,0.82,0
2.8,8.25,0.079,0.0,113.451,5938.0,0.898,0.867,0
2.7,7.75,0.217,0.0,15.054,5938.0,0.898,0.867,0
2.78,5.12,0.08551,0.021,7.6,3914.0,0.512,0.544,0
2.72,6.2,0.10725,0.013,4.82,3914.0,0.512,0.544,0
1.07,1.24,0.039,0.0,31.79,4486.0,0.571,0.593,0
2.41,6.39,0.22,0.0,1.753,4486.0,0.571,0.593,0
2.01,4.7,0.075,0.0,132.134,5250.0,0.862,1.013,0
1.74,3.68,0.332,0.0,6.775,5250.0,0.862,1.013,0
2.18,5.39,0.088,0.0,45.779,5098.0,0.794,0.834,0
2.0,4.66,0.156,0.0,14.512,5098.0,0.794,0.834,0
1.36,2.42,0.108,0.0,50.169,5841.0,0.881,0.816,0
1.64,3.33,0.152,0.0,25.26,5841.0,0.881,0.816,0
2.67,7.61,0.12,0.0,24.308,5265.0,0.785,0.793,0
2.47,6.66,0.242,0.0,5.994,5265.0,0.785,0.793,0
3.33,11.1,0.249,0.0,79.478,6158.0,1.55,1.426,0
2.83,8.4,0.566,0.0,15.347,6158.0,1.55,1.426,0
1.86,4.12,0.069,0.0,220.328,5835.0,1.103,0.97,0
2.63,7.41,0.127,0.0,65.359,5835.0,1.103,0.97,0
2.49,6.76,0.236,0.0,18.941,5835.0,1.103,0.97,0
2.59,7.22,0.319,0.0,10.354,5835.0,1.103,0.97,0
2.48,6.71,0.071,0.0,230.403,5885.0,1.028,0.947,0
3.89,14.4,0.457,0.0,5.592,5885.0,1.028,0.947,0
1.98,37.9,0.037,0.0,45.843,4258.0,0.555,0.541571,0
2.13,5.18,0.06,0.0,17.583,4258.0,0.555,0.541571,0
2.27,5.77,0.154,0.0,2.647,4258.0,0.555,0.541571,0
2.55,7.04,0.18,0.0,64.933,6081.0,1.274,1.109,0
3.38,11.4,0.391,0.0,13.662,6081.0,1.274,1.109,0
2.47,6.66,0.061,0.0,604.9,5847.0,0.959,0.92,0
1.69,3.5,0.081,0.0,342.6,5847.0,0.959,0.92,0
4.0,2895.31,0.118,0.0,28.681,5400.0,0.59,0.65,0
4.9,4385.87,0.191,0.0,11.067,5400.0,0.59,0.65,0
2.7061946,7.78,0.06578,0.0,88.2,5251.0,0.817,0.926,0
2.01,4.7,0.107,0.0,178.362,6067.0,1.461,1.17,0
1.77,3.78,0.18,0.0,62.241,6067.0,1.461,1.17,0
1.23,2.04,0.08784,0.0,75.957,5555.0,0.87,0.9,0
0.95,0.809,0.06993,0.0,119.631,5555.0,0.87,0.9,0
0.66,0.219,0.05554,0.0,189.343,5555.0,0.87,0.9,0
1.43,78.0,0.038,0.0,801.741,5297.0,0.929,0.91,0
1.79,97.8,0.061,0.0,310.76,5297.0,0.929,0.91,0
2.25,5.69,0.091,0.0,141.135,5297.0,0.929,0.91,0
1.5,2.86,0.037,0.0,285.636,5626.0,0.815,0.756,0
1.98,4.58,0.073,0.0,74.887,5626.0,0.815,0.756,0
1.54,2.99,0.101,0.0,147.812,6023.0,1.007,0.883,0
1.84,4.04,0.204,0.0,36.518,6023.0,1.007,0.883,0
2.34,6.08,0.098,0.0,266.3,6165.0,1.383,1.189,0
3.38,11.4,0.132,0.0,146.5,6165.0,1.383,1.189,0
3.33,11.1,0.224,0.0,50.7,6165.0,1.383,1.189,0
2.87,731.209,0.119,0.0,58.586,6105.0,1.046,0.845,0
2.9,16.6,0.18619,0.0,19.793,5693.0,1.03,1.1,0
2.8,16.3,0.24666,0.0,11.274,5693.0,1.03,1.1,0
2.92,87.3,0.14168,0.0,198.245,5946.0,1.69,1.12,0
3.36,64.2,0.21781,0.0,83.898,5946.0,1.69,1.12,0
4.07,15.6,0.207,0.04,99.265,4991.0,2.935,1.414,0
3.59,12.6,0.294,0.51,49.151,4991.0,2.935,1.414,0
3.62,4180.93,0.112,0.0,249.021,6363.0,1.746,1.2,0
4.3,49.4,0.2236,0.0,60.157,6689.45,1.07,1.1,0
3.1,37.5,0.2901,0.0,35.739,6689.45,1.07,1.1,0
4.13,56.0,0.439,0.0,21.96,6689.45,1.43,1.164,0
1.959,1.63,0.05687,0.0,62.577,4499.3,0.664,0.684,0
1.857,2.06,0.07519,0.017,35.898,4499.3,0.664,0.684,0
1.45,2.7,0.032,0.0,821.894,5744.0,0.886,0.962,0
2.01,4.7,0.056,0.0,279.085,5744.0,0.886,0.962,0
2.82,324.0,0.117,0.0,118.246,5723.0,0.899,0.95,0
5.31,161.124,0.215,0.0,35.203,5723.0,0.899,0.95,0
5.93747806,654.0,0.5456,0.0,2.51,5717.0,0.884,0.984,0
1.01,1.01,0.082,0.0,195.935,5602.0,0.904,0.86,0
1.2,1.87,0.106,0.0,116.117,5602.0,0.904,0.86,0
2.46,61.0,0.15837,0.0,52.348,5656.0,0.89,0.97,0
3.1,56.2,0.23332,0.0,24.114,5656.0,0.89,0.97,0
2.13,5.18,0.082,0.0,16.26,4351.0,0.566,0.596,0
1.82,3.97,0.341,0.0,0.949,4351.0,0.566,0.596,1
2.24,5.65,0.104,0.0,38.366,5615.0,0.814,0.766,0
2.61,7.32,0.213,0.0,9.042,5615.0,0.814,0.766,0
1.34,2.36,0.036,0.0,428.407,5411.0,0.808,0.915,0
1.12,1.46,0.064,0.0,137.068,5411.0,0.808,0.915,0
1.24,2.07,0.027,0.0,850.1,5580.0,0.863,0.83,0
1.37,2.45,0.042,0.0,353.0,5580.0,0.863,0.83,0
1.33,2.33,0.061,0.0,173.9,5580.0,0.863,0.83,0
1.77,3.78,0.176,0.0,20.6,5580.0,0.863,0.83,0
2.33,83.0,0.145,0.0,35.75,5806.0,1.032,0.963,0
3.26,66.0,0.246,0.0,12.457,5806.0,1.032,0.963,0
1.67,3.43,0.065,0.0,247.301,5918.0,1.091,0.842,0
2.85,8.5,0.14,0.0,53.148,5918.0,1.091,0.842,0
2.67,7.61,0.287,0.0,12.659,5918.0,1.091,0.842,0
2.49,3.7,0.21183,0.0,27.371,5990.0,1.0,1.08,0
11.23,157.18,0.50155,0.0,4.882,5990.0,1.0,1.08,0
2.94,17.4,0.9342,0.0,1.58,5990.0,0.985,1.061,0
2.55,5.0,0.08482,0.0,55.9,5378.0,0.732,0.761,0
2.34,4.5,0.10027,0.0,34.4,5378.0,0.732,0.761,0
2.25,5.69,0.11,0.0,22.637,5147.0,0.743,0.756,0
2.7,7.75,0.205,0.0,6.596,5147.0,0.743,0.756,0
0.86,0.566,0.0154,0.0,1503.79,5142.0,0.755,0.84,0
2.16,5.31,0.047,0.0,627.374,6002.0,1.016,1.023,0
1.88,4.19,0.065,0.0,332.737,6002.0,1.016,1.023,0
1.32,2.3,0.035,0.0,394.301,5299.0,0.826,0.865,0
1.47,2.76,0.045,0.0,242.416,5299.0,0.826,0.865,0
2.23,5.6,0.068,0.0,103.005,5299.0,0.826,0.865,0
2.67,7.61,0.097,0.0,50.924,5299.0,0.826,0.865,0
2.35,6.12,0.141,0.0,24.325,5299.0,0.826,0.865,0
3.07,9.64,0.144,0.0,28.944,5804.0,0.957,0.934,0
3.83,14.0,0.286,0.0,7.287,5804.0,0.957,0.934,0
1.77,3.78,0.048,0.0,329.801,5913.0,0.976,0.947,0
2.71,7.8,0.071,0.0,151.491,5913.0,0.976,0.947,0
1.22,1.98,0.099,0.0,287.5,5603.0,0.898,0.89,0
1.17,1.71,0.142,0.0,141.4,5603.0,0.898,0.89,0
1.36,2.42,0.192,0.0,104.962,5603.0,0.898,0.89,0
1.61,3.22,0.079,0.33,6.5,3740.0,0.48,0.498,0
2.0,4.66,0.0521,0.33,14.8,3740.0,0.48,0.498,0
2.09,5.02,0.118,0.33,2.9,3740.0,0.48,0.498,0
1.53,2.96,0.169,0.33,1.41,3740.0,0.48,0.498,1
1.8,3.89,0.255,0.33,0.62,3740.0,0.48,0.498,1
2.87,48.5,0.217,0.0,16.464,5619.0,0.915,0.927,0
6.54,42.1,0.336,0.0,6.86,5619.0,0.915,0.927,0
1.96,4.5,0.08,0.0,24.707,4465.0,0.582,0.66,0
1.93,4.38,0.136,0.0,8.696,4465.0,0.582,0.66,0
2.5,6.8,0.305,0.0,1.715,4465.0,0.582,0.66,0
1.32,2.3,0.04,0.0,622.067,5617.0,1.032,1.004,0
2.65,7.51,0.07,0.0,198.554,5617.0,1.032,1.004,0
1.86,4.12,0.118,0.0,69.96,5617.0,1.032,1.004,0
1.87,4.16,0.22,0.0,20.174,5617.0,1.032,1.004,0
3.9,11.3,0.18,0.042,16.379,5498.0,0.95,0.99,0
12.3,640.0,0.3,0.0111,6.217,5498.0,0.95,0.99,0
8.8,23.1,0.5,0.022,1.962,5498.0,0.95,0.99,0
1.67,3.43,0.094,0.0,265.186,5986.0,0.9,1.07,0
2.25,5.69,0.232,0.0,43.248,5986.0,0.9,1.07,0
1.35,2.39,0.036,0.0,665.437,5815.0,0.9,1.022,0
1.35,2.39,0.06,0.0,238.481,5815.0,0.9,1.022,0
1.75,3.71,0.112,0.0,68.931,5815.0,0.9,1.022,0
4.06,15.5,0.193,0.0,31.247,5740.0,1.22,1.021,0
0.89,0.64,0.024,0.0,145.436,3944.0,0.485,0.575,0
1.14,1.55,0.057,0.0,25.851,3944.0,0.485,0.575,0
2.86,8.55,0.039,0.0,139.146,4731.0,0.687,0.737,0
2.17,5.35,0.054,0.0,73.598,4731.0,0.687,0.737,0
2.75,8.0,0.08,0.0,33.16,4731.0,0.687,0.737,0
1.2,1.87,0.02317,0.0,397.254,4817.0,0.73,0.8,0
3.6,10.5,0.05746,0.005,112.914,5080.0,0.8,0.76,0
3.3,6.0,0.07568,0.0,65.1,5080.0,0.8,0.76,0
2.76,6.2,0.12091,0.0,25.523,5090.0,0.792,0.827,0
1.7938153,3.87,0.04017,0.0,220.4,4974.0,0.827279,0.82,0
1.52,2.92,0.05,0.0,127.255,4954.0,0.719,0.75,0
2.35,6.12,0.067,0.0,70.449,4954.0,0.719,0.75,0
2.47,6.66,0.12,0.0,21.983,4954.0,0.719,0.75,0
2.27,5.77,0.227,0.0,6.185,4954.0,0.719,0.75,0
2.43,7.44,0.09359,0.0,59.7,5367.0,0.814,0.907,0
2.2,3.64,0.10896,0.0,44.0,5367.0,0.814,0.907,0
2.12,5.14,0.09,0.0,108.64,5895.0,0.941,0.92,0
2.16,5.31,0.123,0.0,58.679,5895.0,0.941,0.92,0
1.56,3.05,0.059,0.0,99.493,4713.0,0.721,0.816,0
2.51,6.85,0.401,0.0,2.142,4713.0,0.721,0.816,0
5.5,36.7418,0.16,0.0,91.474,6340.0,1.22,1.21,0
5.3,1493.7,0.26,0.0,35.254,6340.0,1.22,1.21,0
3.9,2161.244,0.4,0.0,11.8,6340.0,1.22,1.21,0
1.19,1.81,0.111,0.0,45.97,5797.0,0.876,0.854,0
3.38,11.4,0.281,0.0,7.109,5797.0,0.876,0.854,0
2.47,7.0,0.392,0.0,3.664,5797.0,0.876,0.854,0
1.7,3.53,0.087,0.0,201.362,5905.0,1.188,0.994,0
1.43,2.63,0.145,0.0,72.456,5905.0,1.188,0.994,0
2.05,4.86,0.7326,0.0,2.71,5903.0,1.156,0.974,0
1.29,2.21,0.031,0.0,4124.022,6115.0,1.467,1.314,0
3.15,10.1,0.153,0.0,165.824,6115.0,1.467,1.314,0
2.53,6.94,0.125,0.0,142.4,5727.0,1.536,1.114,0
2.57,7.13,0.208,0.0,51.1,5727.0,1.536,1.114,0
0.83,0.498,0.035,0.0,488.674,5378.0,0.95,0.99,0
2.9,8.75,0.064,0.0,149.977,5378.0,0.95,0.99,0
3.77,13.7,0.402,0.0,6.674,5796.0,1.037,0.831,0
4.15,16.1,0.791,0.0,1.722,5796.0,1.037,0.831,0
1.06,1.2,0.027,0.0,164.776,4204.0,0.52,0.587,0
1.16,1.65,0.058,0.0,37.377,4204.0,0.52,0.587,0
2.09,109.8,0.061,0.0,151.652,5497.0,0.941,0.865,0
1.72,3.61,0.083,0.0,81.761,5497.0,0.941,0.865,0
4.71,19.9,0.056,0.0,333.149,5746.0,1.189,1.073,0
3.68,13.1,0.105,0.0,96.513,5746.0,1.189,1.073,0
1.63,3.29,0.051,0.0,253.665,5526.0,0.903,0.933,0
2.63,7.41,0.069,0.0,136.343,5526.0,0.903,0.933,0
2.29,5.86,0.191,0.0,17.962,5526.0,0.903,0.933,0
2.2,1303.0,0.05,0.0,22.025,3900.0,0.53,0.58,0
2.0,158.9,0.09,0.0,10.68,3900.0,0.53,0.58,0
2.7,39.9089,0.13,0.0,3.631,3900.0,0.53,0.58,0
1.5,4.08181,0.033,0.0,56.649,3900.0,0.53,0.58,0
0.82,1862.11,0.013,0.0,349.645,3900.0,0.53,0.58,0
1.14,1.55,0.085,0.0,280.559,6435.0,1.108,1.072,0
1.37,2.45,0.142,0.0,101.619,6435.0,1.108,1.072,0
1.77,3.78,0.057,0.0,296.155,5740.0,1.194,1.024,0
2.32,5.99,0.11,0.0,80.103,5740.0,1.194,1.024,0
1.01,1.01,0.027,0.0,735.179,5388.0,0.89,0.908,0
1.67,3.43,0.051,0.0,203.406,5388.0,0.89,0.908,0
1.381,3.9,0.02778,0.095,1900.0,6004.0,1.12,1.015,0
1.57,6.8,0.0458,0.095,700.0,6004.0,1.12,1.015,0
1.14,2414.4,0.05,0.0,194.34,5194.0,0.84,0.901,0
3.15,6.2,0.26,0.0,7.233,5194.0,0.84,0.901,0
2.03862444,235.014,0.10972,0.0,38.9,5191.0,0.826,0.844,0
2.91,8.8,0.053,0.0,210.554,5752.0,1.003,0.914,0
2.54,6.99,0.105,0.0,53.044,5752.0,1.003,0.914,0
2.79,8.2,0.22,0.0,12.083,5752.0,1.003,0.914,0
1.52,44.6,0.032,0.0,783.449,5105.0,0.801,0.91,0
1.4,17.4,0.051,0.0,303.62,5105.0,0.801,0.91,0
1.21,6.9,0.066,0.0,180.644,5105.0,0.801,0.91,0
1.11,1.41,0.029,0.0,73.056,3799.0,0.492,0.591913,0
1.03,20.3,0.047,0.0,28.272,3799.0,0.492,0.591913,0
1.73,3.64,0.09,0.0,7.59,3799.0,0.492,0.591913,0
2.3,28.5,0.2199,0.0,57.079,6064.0,1.06,1.15,0
5.4,39.4,0.354,0.0,22.025,6064.0,1.06,1.15,0
1.4,2.54,0.061,0.0,40.689,4257.0,0.523,0.602,0
1.93,4.38,0.113,0.0,11.869,4257.0,0.523,0.602,0
1.74,3.68,0.0677,0.0,744.011,5904.0,1.82,1.291,0
3.2,0.39,0.1189,0.0,241.759,5904.0,1.82,1.291,0
5.35,3.91,0.1662,0.0,123.691,5904.0,1.82,1.291,0
4.02,5.57,0.2138,0.0,74.72,5904.0,1.82,1.291,0
4.46,9.6,0.2535,0.0,53.183,5904.0,1.82,1.291,0
1.35,2.39,0.075,0.0,66.578,5117.0,0.722,0.848,0
1.95,4.46,0.116,0.0,27.676,5117.0,0.722,0.848,0
1.82,3.97,0.065,0.0,35.984,4347.0,0.492,0.653,0
1.84,4.04,0.105,0.0,13.888,4347.0,0.492,0.653,0
1.64,3.33,0.159,0.0,6.065,4347.0,0.492,0.653,0
1.17,1.71,0.07,0.0,53.712,4955.0,0.72,0.743,0
1.09,1.32,0.114,0.0,19.986,4955.0,0.72,0.743,0
1.18,1.76,0.189,0.0,7.253,4955.0,0.72,0.743,0
1.32,28.2,0.087,0.0,16.819,4259.0,0.534,0.601,0
1.11,1.41,0.135,0.0,7.049,4259.0,0.534,0.601,0
1.12,1.46,0.061,0.0,300.982,5828.0,1.068,1.022,0
1.43,2.63,0.107,0.0,97.21,5828.0,1.068,1.022,0
1.41,2.57,0.168,0.0,39.475,5828.0,1.068,1.022,0
3.39,11.4,0.075,0.0,721.124,5877.0,1.854,1.367,0
3.07,9.64,0.356,0.0,32.035,5877.0,1.854,1.367,0
1.02,1.04,0.033,0.0,1652.5,5867.0,1.304,1.09,0
2.1,5.06,0.092,0.0,206.91,5867.0,1.304,1.09,0
2.37,6.21,0.154,0.0,74.36,5867.0,1.304,1.09,0
1.54,2.99,0.045,0.0,1589.012,5684.0,1.761,1.081,0
2.05,4.86,0.093,0.0,376.21,5684.0,1.761,1.081,0
2.44,30.6,0.117,0.04,256.606,5923.0,1.735,1.105,0
2.34,6.08,0.172,0.03,119.648,5923.0,1.735,1.105,0
3.0,9.27,0.257,0.03,53.556,5923.0,1.735,1.105,0
1.56,8.5,0.08979,0.05,428.524,5999.0,1.735,1.14,0
1.42,2.6,0.055,0.0,159.945,5631.0,0.802,0.87,0
1.15,7.3,0.069,0.0,101.841,5631.0,0.802,0.87,0
1.17,14.7,0.091,0.0,58.651,5631.0,0.802,0.87,0
2.53,6.94,0.134,0.0,274.318,6620.0,1.85,1.65,0
3.37,11.3,0.178,0.0,154.653,6620.0,1.85,1.65,0
1.18,1.76,0.06,0.0,422.097,6012.0,1.024,0.976,0
1.7,3.53,0.08,0.0,237.43,6012.0,1.024,0.976,0
1.85,4.08,0.182,0.0,45.423,6012.0,1.024,0.976,0
1.99,4.62,0.242,0.0,25.667,6012.0,1.024,0.976,0
2.25,5.69,0.128,0.0,160.261,6175.0,1.472,1.213,0
1.96,4.5,0.185,0.0,77.29,6175.0,1.472,1.213,0
2.49,6.76,0.242,0.0,44.828,6175.0,1.472,1.213,0
0.88,0.615,0.02909,0.0,3111.322,6366.0,1.34,1.26,0
2.41,6.39,0.088,0.0,206.072,5807.0,1.433,1.055,0
2.02,4.74,0.167,0.0,57.932,5807.0,1.433,1.055,0
2.61,7.32,0.153,0.0,27.327,5774.0,0.976,0.931,0
2.95,9.01,0.488,0.0,2.673,5774.0,0.976,0.931,0
0.74,0.48,0.066,0.0,35.37,4504.0,0.623,0.61,0
1.2,2.2,0.077,0.0,25.83,4504.0,0.623,0.61,0
2.66,7.56,0.071,0.0,134.357,6033.0,1.021,0.943,0
3.07,9.64,0.168,0.0,23.812,6033.0,1.021,0.943,0
1.97,4.54,0.11,0.0,180.549,6088.0,1.005,0.922,0
1.75,3.71,0.183,0.0,65.707,6088.0,1.005,0.922,0
3.04,9.48,0.3802,0.0,12.75,5592.0,1.451,1.0,0
1.52,2.92,0.076,0.0,438.942,6177.0,1.359,1.189,0
1.33,2.33,0.138,0.0,133.259,6177.0,1.359,1.189,0
1.9,94.5,0.065,0.0,248.274,5956.0,0.927,1.083,0
1.96,4.5,0.105,0.0,94.491,5956.0,0.927,1.083,0
1.85,16.9,0.104,0.0,257.721,6186.0,1.534,1.19,0
3.1,6.1,0.1385,0.0,138.415,6492.3,1.25,1.0,0
2.8,14.9,0.1786,0.0,83.237,6492.3,1.25,1.0,0
3.06,4.8,0.214,0.0,11.983,5643.0,0.854,0.81,0
3.19,11.1,0.287,0.0,6.712,5643.0,0.854,0.81,0
2.72,7.85,0.5177,0.0,1.989,5225.0,0.78,0.81,0
