pl_rade,pl_bmasse,pl_orbsmax,pl_orbeccen,pl_insol,st_teff,st_rad,st_mass,habitable
5.11,22.9,0.0504,0.0,36.05,4188.0,0.59,0.6,0
1.38,2.48,0.01617,0.0,897.9,4861.0,0.75,0.8,0
1.84398883,4.06,0.0635,0.0,57.6,4818.0,0.856,0.809,0
3.54,12.3,0.39765,0.0,10.714,5884.0,1.12,1.04,0
1.56,3.05,0.0128,0.0,2413.261,5144.0,0.79,0.83,0
3.11,9.85,0.6085,0.0,0.492,4598.0,0.7,0.73,1
1.34,2.36,0.0296,0.33,38.452,3655.0,0.54,0.56,0
1.21,1.92,0.067,0.0,284.8,6003.0,1.178,0.929,0
1.28,2.18,0.068,0.0,271.0,6003.0,1.178,0.929,0
1.55,3.02,0.136,0.0,68.6,6003.0,1.178,0.929,0
1.18,1.76,0.43927,0.0,6.1,6023.0,1.1,1.03,0
1.7,3.53,0.0163,0.0,672.113,4817.0,0.74,0.8,0
4.92,21.5,0.0781,0.0,13.547,4094.0,0.53,0.54,0
2.4,6.35,0.0267,0.0,115.909,4094.0,0.53,0.54,0
2.62843782,7.41,0.0501,0.0,15.84,3640.0,0.503,0.513,0
1.61,3.22,0.0183,0.0,2651.424,5488.0,0.87,0.9,0
2.15492527,5.29,0.0652,0.0,144.06,5704.0,0.804,0.897,0
1.52,2.92,0.01911,0.0,5067.603,6169.0,1.4,1.18,0
1.51,2.89,0.0466,0.0,98.414,4776.0,0.73,0.78,0
2.86,8.55,0.2004,0.0,18.153,5550.0,0.91,0.93,0
4.18,16.3,0.2743,0.0,47.84,6725.0,1.74,1.45,0
1.8,3.89,0.11151,0.0,79.9,5885.0,1.03,1.02,0
0.98,0.904,0.052,0.0,545.672,5780.0,0.99,1.0,0
2.17,5.35,0.0747,0.0,26.645,4500.0,0.69,0.72,0
1.76,3.75,0.083,0.0,408.58,5736.0,1.425,1.02,0
2.84,8.45,0.204,0.0,67.161,5736.0,1.425,1.02,0
1.65,3.36,0.0889,0.0,322.399,5608.0,0.94,0.97,0
1.05,1.16,0.0142,0.0,547.294,4508.0,0.69,0.72,0
1.37,2.45,0.09915,0.0,77.559,5581.0,0.9,0.95,0
2.81,8.3,0.4382,0.0,3.298,5628.0,0.92,0.94,0
2.29,5.86,0.1229,0.0,78.355,5614.0,0.91,0.94,0
1.45,2.7,0.0615,0.0,80.741,4903.0,0.74,0.77,0
1.98,4.58,0.15845,0.0,103.72,5512.0,1.3,0.94,0
1.71,3.57,0.06272,0.0,662.713,5512.0,1.3,0.94,0
2.41,6.39,0.1441,0.0,9.183,4523.0,0.67,0.7,0
0.92,0.721,0.01937,0.0,4712.111,5909.0,1.05,1.04,0
0.71,0.285,0.02356,0.0,3094.817,5586.0,0.93,0.94,0
2.0,4.66,0.06,0.0,301.367,5983.0,1.176,0.956,0
1.26,2.13,0.092,0.0,128.086,5983.0,1.176,0.956,0
1.55,3.02,0.01523,0.0,4793.001,6331.0,1.42,1.27,0
2.99,9.22,0.47267,0.0,1.141,4662.0,0.72,0.79,1
1.66,3.39,0.0313,0.0,559.275,5527.0,0.9,0.93,0
1.93,4.38,0.0449,0.0,1021.904,5759.0,0.93,0.95,0
1.84,4.04,0.05501,0.0,425.169,5981.0,1.13,1.09,0
2.36,6.17,0.26412,0.0,68.469,6449.0,1.55,1.32,0
1.58,3.12,0.044,0.0,545.575,6133.0,1.21,1.14,0
1.03,1.08,0.104,0.0,34.32,5193.0,0.79,0.82,0
1.94,4.42,0.1834,0.0,49.665,5911.0,1.04,1.04,0
0.7,0.271,0.03421,0.0,1862.33,6086.0,1.28,1.16,0
1.81,3.93,0.067,0.0,496.678,6090.0,1.275,1.047,0
1.16,1.65,0.103,0.0,209.967,6090.0,1.275,1.047,0
2.52,6.9,0.0413,0.0,27.176,3827.0,0.53,0.55,0
1.73,3.64,0.0222,0.0,94.054,3827.0,0.53,0.55,0
0.65,0.208,0.0156,0.0,421.965,4439.0,0.67,0.7,0
0.89,0.64,0.02883,0.0,1892.586,6118.0,1.16,1.11,0
1.8,3.89,0.153,0.0,10.767,4776.0,0.72,0.76,0
2.97,9.11,0.3521,0.0,18.86,6168.0,1.24,1.16,0
1.46,2.73,0.0224,0.0,944.873,5352.0,0.83,0.88,0
1.53,2.96,0.0136,0.0,1966.057,5106.0,0.78,0.82,0
1.28,2.18,0.041,0.0,449.975,5597.0,0.9,0.93,0
1.12,1.46,0.0656,0.0,98.834,5181.0,0.79,0.82,0
2.83,8.4,0.26657,0.0,2.451,4709.0,0.72,0.78,0
2.05,19.8,0.106,0.0,257.984,6165.0,1.355,1.204,0
1.99,4.62,0.133,0.0,162.044,6165.0,1.355,1.204,0
3.4,11.5,0.2866,0.0,82.564,6778.0,1.83,1.51,0
0.86,0.566,0.04304,0.0,186.069,5131.0,0.79,0.83,0
2.6,7.27,0.4626,0.0,1.011,4857.0,0.74,0.8,1
1.25,2.1,0.0363,0.0,191.919,4839.0,0.72,0.76,0
2.15,5.27,0.1284,0.0,672.06,6805.0,1.79,1.49,0
0.92,0.721,0.07839,0.0,456.25,5770.0,1.05,1.0,0
0.8,0.437,0.05701,0.0,864.037,5770.0,1.05,1.0,0
1.43,2.63,0.0273,0.0,134.981,4070.0,0.6,0.62,0
0.92,0.721,0.0236,0.0,225.233,4106.0,0.6,0.62,0
1.65,3.36,0.0153,0.0,4849.257,5906.0,1.08,1.07,0
2.69,7.7,0.1741,0.0,37.158,5761.0,0.99,0.99,0
1.47,2.76,0.077,0.0,86.33,5187.0,0.802,0.85,0
1.88,4.19,0.13,0.0,29.775,5187.0,0.802,0.85,0
1.84,4.04,0.15763,0.0,132.587,6202.0,1.29,1.19,0
1.27,2.15,0.08084,0.0,503.722,6202.0,1.29,1.19,0
0.73,0.315,0.04214,0.0,414.765,5361.0,0.83,0.87,0
0.64,0.196,0.02937,0.0,853.269,5361.0,0.83,0.87,0
1.27,2.15,0.024,0.0,2176.358,5677.0,0.97,0.98,0
1.16,1.65,0.02598,0.0,8385.9,6299.0,1.33,1.22,0
2.29,5.86,0.0918,0.0,59.789,5323.0,0.81,0.85,0
1.74,3.68,0.0471,0.0,2948.362,6704.0,1.78,1.47,0
1.05,1.16,0.0598,0.0,278.902,5659.0,0.97,0.98,0
1.25,2.1,0.0153,0.0,2909.21,5218.0,0.82,0.86,0
2.2,5.48,0.0885,0.0,14.867,4407.0,0.67,0.7,0
1.3,2.24,0.0171,0.0,1600.049,5188.0,0.79,0.83,0
0.64,0.07,0.0753,0.02,9.9,3841.0,0.535,0.535,0
1.51,2.3,0.0913,0.017,6.8,3841.0,0.535,0.535,0
1.51,2.1,0.1288,0.01,3.4,3841.0,0.535,0.535,0
0.797,0.43,0.1803,0.112,1.73,3841.0,0.535,0.535,0
1.43,2.63,0.0917,0.0,90.1,5570.0,0.94,0.96,0
2.25,5.69,0.1728,0.0,29.701,5747.0,0.94,0.96,0
1.88,4.19,0.14023,0.0,198.471,6161.0,1.72,1.36,0
1.41,2.57,0.11397,0.0,231.396,6370.0,1.44,1.26,0
1.94,4.42,0.1126,0.0,32.23,4919.0,0.74,0.78,0
0.85,0.543,0.04262,0.0,1591.477,5732.0,1.29,1.15,0
1.24,2.07,0.068,0.0,196.533,5733.0,1.03,1.02,0
0.93,0.749,0.031,0.0,300.312,5046.0,0.77,0.82,0
2.59,7.22,0.0882,0.0,17.674,4098.0,0.61,0.63,0
2.26,5.73,0.0519,0.0,51.044,4098.0,0.61,0.63,0
2.86,8.55,0.126,0.0,8.66,4098.0,0.61,0.63,0
2.46,6.62,0.1861,0.0,3.97,4098.0,0.61,0.63,0
1.77,3.78,0.38249,0.0,1.871,5078.0,0.74,0.81,0
2.94,7.0,0.127,0.0,64.78,5594.0,1.3,1.078,0
3.38,13.0,0.586,0.0,3.023,5594.0,1.3,1.078,0
1.695,2.0,0.0755533961,0.0,172.3,5622.0,1.045,1.078,0
1.18,1.76,0.0662,0.0,171.133,5753.0,0.98,0.98,0
1.68,3.46,0.30045,0.0,33.335,5840.0,1.1,1.03,0
1.96,4.5,0.1189,0.0,61.42,5479.0,0.85,0.88,0
0.8,0.437,0.0337,0.0,574.37,5697.0,0.92,0.95,0
1.39,2.51,0.05474,0.0,2023.005,6481.0,2.55,1.64,0
0.8,0.437,0.04974,0.0,730.531,6138.0,1.23,1.17,0
2.07,4.94,0.1406,0.0,71.816,6195.0,1.27,1.18,0
1.72,3.61,0.25861,0.0,58.103,6026.0,1.12,1.09,0
0.9,0.666,0.03909,0.0,1249.488,6126.0,1.18,1.13,0
1.03,1.08,0.05087,0.0,738.183,6126.0,1.18,1.13,0
1.25,2.1,0.0276,0.0,1707.252,5735.0,0.96,0.97,0
12.733,2669.66,0.0771,0.035,1029.51,6395.0,2.048,1.512,0
1.61,3.22,0.045,0.0,848.695,6077.0,1.288,1.044,0
1.8,3.89,0.414,0.0,9.957,6077.0,1.288,1.044,0
1.62,3.26,0.0771,0.0,44.517,5044.0,0.78,0.83,0
1.68,3.46,0.0975,0.0,100.91,5964.0,1.1,1.07,0
0.76,0.363,0.0322,0.0,2491.119,5416.0,0.87,0.9,0
2.14,5.22,0.064,0.0,699.644,6060.0,1.15,1.11,0
2.01,4.7,0.1143,0.0,39.001,5261.0,0.8,0.84,0
3.96,14.9,0.1778,0.0,33.802,5925.0,1.07,1.05,0
1.1,1.37,0.0987,0.0,125.89,5892.0,1.12,1.05,0
2.25,5.69,0.1502,0.0,78.667,6010.0,1.15,1.1,0
0.89,0.64,0.04218,0.0,1982.268,6170.0,1.35,1.21,0
1.04,1.12,0.01553,0.0,1552.133,5160.0,0.79,0.83,0
0.69,0.257,0.039,0.0,228.663,4910.0,0.787,0.878,0
1.41,2.57,0.067,0.0,77.412,4910.0,0.787,0.878,0
1.78,3.82,0.2543,0.0,1.06,4092.0,0.6,0.63,1
2.82,8.35,0.4001,0.0,8.927,5664.0,0.92,0.95,0
0.83,0.498,0.04608,0.0,1087.781,5880.0,1.27,1.06,0
1.82,3.97,0.1066,0.0,42.825,5196.0,0.8,0.84,0
1.23,2.04,0.0426,0.0,209.464,4951.0,0.75,0.8,0
1.29,2.21,0.01416,0.0,2138.079,5267.0,0.84,0.89,0
0.88,0.615,0.0257,0.0,2658.55,6019.0,1.15,1.09,0
1.0,0.972,0.14062,0.0,114.332,5839.0,1.02,1.02,0
1.66,3.39,0.131,0.0,7.29,4770.0,0.72,0.77,0
2.86,8.55,0.2391,0.0,21.243,5796.0,1.01,1.01,0
1.99,4.62,0.032,0.0,1247.908,5790.0,1.269,0.978,0
2.86,8.55,0.057,0.0,399.444,5790.0,1.269,0.978,0
2.16,5.31,0.242,0.0,22.072,5790.0,1.269,0.978,0
1.28,2.18,0.0671,0.0,131.526,5187.0,0.79,0.82,0
0.93,0.749,0.07576,0.0,649.151,6335.0,1.42,1.25,0
2.02,4.74,0.1499,0.0,156.9,6194.0,1.23,1.15,0
1.06,1.2,0.1586,0.0,71.16,4939.0,0.75,0.79,0
1.16,1.65,0.19068,0.0,58.6,5838.0,1.07,1.02,0
0.94,0.779,0.11435,0.0,216.405,5718.0,0.95,0.97,0
1.56,3.05,0.1187,0.0,95.22,5831.0,1.02,1.02,0
1.1,1.37,0.0197,0.0,2730.51,5793.0,1.01,1.01,0
1.64,3.33,0.11051,0.0,817.579,6184.0,1.36,1.28,0
1.29,2.21,0.055,0.0,551.156,5902.0,1.07,1.05,0
2.41,6.39,0.127,0.0,118.334,5848.0,1.359,0.982,0
3.37,11.3,0.181,0.0,58.7,5848.0,1.359,0.982,0
1.18,1.76,0.0304,0.0,208.54,4796.0,0.72,0.77,0
1.47,2.76,0.0648,0.0,469.819,5806.0,1.03,1.03,0
2.22,5.56,0.1696,0.0,119.237,6031.0,1.13,1.09,0
1.56,3.05,0.0516,0.0,535.42,6097.0,1.19,1.14,0
1.11,1.41,0.0917,0.0,925.289,6291.0,2.04,1.47,0
0.86,0.566,0.05456,0.0,893.886,6356.0,1.32,1.21,0
1.31,2.27,0.0907,0.0,772.079,5972.0,1.09,1.06,0
1.37,2.45,0.0951,0.0,83.14,5557.0,0.9,0.93,0
0.94,0.779,0.0346,0.0,561.12,5530.0,0.96,0.97,0
1.46,2.73,0.0594,0.0,9.081,3578.0,0.43,0.46,0
1.33,2.33,0.066,0.0,426.719,6075.0,1.235,1.154,0
1.35,2.39,0.094,0.0,207.247,6075.0,1.235,1.154,0
1.26,2.13,0.23431,0.0,44.728,5698.0,0.96,0.98,0
1.31,2.27,0.2346,0.0,33.046,5802.0,1.0,1.0,0
3.93,14.7,0.40814,0.0,25.972,6394.0,1.44,1.34,0
0.97,0.871,0.03783,0.0,2809.165,6289.0,1.27,1.19,0
2.18,5.39,0.20906,0.0,25.942,5810.0,1.05,1.03,0
0.96,0.84,0.09587,0.0,248.548,6150.0,1.26,1.13,0
0.82,0.477,0.01405,0.0,1213.333,4865.0,0.75,0.81,0
2.9,8.75,0.2836,0.0,10.349,5722.0,0.95,0.97,0
1.61,3.22,0.1058,0.0,86.645,5774.0,0.93,0.95,0
1.68,3.46,0.1176,0.0,271.885,5979.0,1.1,1.08,0
2.65,37.1,0.17308,0.43,154.705,6022.0,1.85,1.32,0
4.32,79.4,0.26244,0.11,67.193,6022.0,1.85,1.32,0
1.71,3.57,0.2401,0.0,3.078,4524.0,0.68,0.71,0
3.35,11.2,0.2101,0.0,18.751,5782.0,0.99,1.0,0
2.7,7.75,0.25764,0.0,73.501,6101.0,2.06,1.41,0
2.67,7.61,0.262,0.0,11.889,5665.0,0.94,0.97,0
1.88,4.19,0.2447,0.0,9.08,5448.0,0.86,0.9,0
2.16,5.31,0.2149,0.0,1.533,4075.0,0.6,0.62,0
1.14,1.55,0.1132,0.0,8.234,4231.0,0.62,0.64,0
1.99,4.62,0.26391,0.0,23.468,5866.0,1.01,1.01,0
2.76,8.05,0.24869,0.0,8.293,5653.0,0.94,0.96,0
1.36,2.42,0.2829,0.0,3.511,4828.0,0.74,0.78,0
3.71,13.3,0.2,0.0,32.89,5948.0,1.208,1.079,0
3.13,9.96,0.364,0.0,9.887,5948.0,1.208,1.079,0
1.96,4.5,0.1614,0.0,5.469,4422.0,0.67,0.7,0
2.03,4.78,0.1715,0.0,8.88,4919.0,0.74,0.79,0
3.82,14.0,0.3094,0.0,4.704,5756.0,1.0,1.0,0
1.86,4.12,0.1694,0.0,57.634,5679.0,0.95,0.96,0
1.66,3.39,0.20066,0.0,89.473,5828.0,1.01,1.02,0
1.0,0.972,0.06101,0.0,968.555,5828.0,1.01,1.02,0
1.77,3.78,0.1939,0.0,6.246,4726.0,0.71,0.75,0
1.55,3.02,0.17981,0.0,21.875,5884.0,1.02,1.01,0
3.3,10.9,0.2388,0.0,7.917,5332.0,0.82,0.86,0
1.73,3.64,0.0817,0.0,481.352,5893.0,1.05,1.04,0
1.15,1.6,0.0466,0.0,1479.567,5893.0,1.05,1.04,0
3.33187146,11.1,0.1456,0.0,52.77,5794.0,1.496,1.072,0
2.8,8.25,0.1466,0.0,24.901,5507.0,0.89,0.92,0
1.53,2.96,0.113,0.0,224.61,6012.0,1.468,1.145,0
2.43,6.48,0.216,0.0,61.287,6012.0,1.468,1.145,0
1.07,1.24,0.116,0.0,23.918,4961.0,0.76,0.8,0
1.41,2.57,0.0453,0.0,314.233,5660.0,0.93,0.95,0
1.88,4.19,0.0981,0.0,118.5,5533.0,1.166,0.934,0
1.9,4.27,0.2322,0.0,57.079,6159.0,1.25,1.16,0
1.19,1.81,0.11606,0.0,111.011,6046.0,1.09,1.09,0
2.16,5.31,0.2108,0.0,21.392,5870.0,1.04,1.04,0
2.92,8.85,0.373,0.0,13.76,6214.0,1.28,1.18,0
1.67,3.43,0.0932,0.0,75.641,5663.0,0.96,0.98,0
1.18,1.76,0.0911,0.0,78.163,5100.0,0.78,0.81,0
1.73,3.64,0.1681,0.0,85.282,5904.0,1.06,1.04,0
1.83,4.01,0.11341,0.0,98.574,5796.0,0.98,0.99,0
1.8,3.89,0.028,0.0,609.017,5272.0,0.851,0.86,0
3.6,12.6,0.05,0.0,187.197,5272.0,0.851,0.86,0
8.68,56.3,0.2607,0.0,6.532,5172.0,0.81,0.86,0
1.67,3.43,0.1525,0.0,16.317,5156.0,0.81,0.85,0
1.23,2.04,0.059,0.0,71.94,4908.0,0.75,0.8,0
1.01,1.01,0.09968,0.0,86.499,5381.0,0.84,0.88,0
1.52,2.92,0.0958,0.0,265.018,6337.0,1.4,1.25,0
2.11,5.1,0.1939,0.0,35.92,5730.0,0.92,0.94,0
1.47,2.76,0.14732,0.0,85.176,6087.0,1.12,1.11,0
2.32,5.99,0.2846,0.0,22.372,5965.0,1.12,1.08,0
2.13,5.18,0.0898,0.0,323.294,6541.0,1.63,1.38,0
7.97,48.7,0.2588,0.0,227.68,5745.0,3.955,1.801,0
1.86,4.12,0.24153,0.0,73.335,5820.0,1.31,1.05,0
1.65156749,3.37,0.06959,0.0,760.6,5710.0,1.524,1.003,0
1.77,3.78,0.3679,0.0,11.893,5655.0,0.9,0.93,0
4.21,16.5,0.184,0.0,23.64,5381.0,0.953,1.013,0
1.61,3.22,0.281,0.0,10.084,5381.0,0.953,1.013,0
3.96,14.9,0.571,0.0,2.446,5381.0,0.953,1.013,0
3.04,9.48,0.3729,0.0,3.788,5515.0,0.87,0.9,0
1.51,2.89,0.127,0.0,138.108,5728.0,0.99,1.0,0
2.44,6.53,0.3045,0.0,18.66,5626.0,1.389,0.991,0
1.49,2.83,0.1262,0.0,11.523,4712.0,0.72,0.77,0
1.41,2.57,0.1197,0.0,137.91,5863.0,1.29,1.06,0
3.07,9.64,0.3982,0.0,9.113,5659.0,0.94,0.96,0
2.94,8.96,0.3677,0.0,9.1,5831.0,1.04,1.03,0
2.22,5.56,0.3211,0.0,18.383,6182.0,1.27,1.18,0
1.66,3.39,0.0817,0.0,172.38,5675.0,0.95,0.96,0
1.33,2.33,0.2528,0.0,9.86,5256.0,0.81,0.86,0
1.19,1.81,0.23225,0.0,7.371,5097.0,0.78,0.82,0
10.76,209.76,0.05714,0.06,430.677,5515.0,0.992,1.018,0
1.25,2.1,0.044,0.0,367.262,5560.0,0.939,0.956,0
3.69,13.2,0.073,0.0,132.091,5560.0,0.939,0.956,0
2.79,8.2,0.104,0.0,65.142,5560.0,0.939,0.956,0
3.12,9.91,0.189,0.0,19.671,5560.0,0.939,0.956,0
1.2,1.87,0.1236,0.0,131.818,5845.0,1.0,1.0,0
1.56,3.05,0.11592,0.0,100.001,6229.0,1.3,1.2,0
3.18,10.2,0.2482,0.0,77.324,6666.0,1.72,1.44,0
2.27,5.77,0.3771,0.0,5.636,5069.0,0.74,0.77,0
2.13,5.18,0.3704,0.0,25.17,5393.0,0.81,0.85,0
0.93,0.749,0.18298,0.0,36.121,5686.0,0.86,0.93,0
1.32,2.3,0.1168,0.0,235.807,5676.0,0.93,0.95,0
0.84,0.52,0.11946,0.0,30.476,5410.0,0.85,0.89,0
1.33,2.33,0.1629,0.0,116.145,6158.0,1.22,1.14,0
1.85,4.08,0.1707,0.0,83.081,5780.0,0.99,1.0,0
3.06,9.59,0.116,0.0,40.728,5460.0,0.83,0.87,0
2.09,5.02,0.16,0.0,21.407,5460.0,0.83,0.87,0
3.36,11.2,0.4089,0.0,14.036,6200.0,1.28,1.19,0
1.68,3.46,0.1753,0.0,228.219,6064.0,1.29,1.17,0
1.18,1.76,0.13693,0.0,1.6,4372.0,0.67,0.73,0
8.594,48.30991786,0.56971,0.306,2.23,5491.0,0.95,0.943,0
12.419572,1678.1424,0.753,0.401,3.23,6145.0,1.289,1.196,0
1.1758241,1.74,0.0997,0.32,193.0,6145.0,1.289,1.196,0
9.55,66.2,0.75235,0.0,6.017,6511.0,1.41,1.3,0
1.75,3.71,0.0718,0.0,615.253,5904.0,1.07,1.04,0
9.76,68.7,0.078,0.0,1526.983,7010.0,1.95,1.58,0
3.05,9.53,0.0593,0.0,1079.458,6846.0,1.88,1.54,0
2.9,8.75,0.0905,0.0,338.33,6432.0,1.345,1.06,0
7.06,39.6,0.7655,0.0,3.944,5644.0,0.91,0.94,0
2.79,8.2,0.124,0.0,21.084,5088.0,0.724,0.779,0
2.39,6.3,0.356,0.0,2.57,5088.0,0.724,0.779,0
5.77,28.1,0.0129,0.0,1134.386,4677.0,0.71,0.76,0
2.5,6.8,0.23476,0.0,5.122,5042.0,0.76,0.81,0
1.73,3.64,0.0288,0.0,1513.457,5706.0,0.93,0.96,0
1.58,3.12,0.01867,0.0,2218.145,5708.0,0.96,0.97,0
3.54,12.3,0.3392,0.0,8.443,6179.0,1.25,1.17,0
0.91,0.693,0.03557,0.0,715.106,5748.0,1.04,1.07,0
2.43,6.48,0.0418,0.0,99.097,4601.0,0.69,0.73,0
4.77,20.4,0.6276,0.0,7.813,6224.0,1.32,1.21,0
1.46,2.73,0.0296,0.0,1106.851,5857.0,1.03,1.03,0
2.1,5.06,0.0525,0.0,115.765,5048.0,0.77,0.81,0
2.92,8.85,0.129,0.0,21.609,5404.0,0.892,0.756,0
2.53,6.94,0.237,0.0,6.422,5404.0,0.892,0.756,0
1.64,3.33,0.03553,0.0,353.561,5477.0,0.88,0.92,0
1.65,3.36,0.05744,0.0,135.179,5477.0,0.88,0.92,0
3.27870115,10.8,0.08276,0.0,69.2,5678.0,1.303,1.015,0
1.11,1.41,0.02204,0.0,4457.2,6260.0,1.27,1.16,0
1.35,2.39,0.0206,0.0,1705.762,5559.0,0.88,0.91,0
3.46,11.8,0.93416,0.0,4.786,6431.0,1.51,1.31,0
1.89,4.23,0.0599,0.0,196.51,5442.0,0.86,0.9,0
2.55,7.04,0.5329,0.0,5.384,6021.0,1.11,1.08,0
3.14,10.0,0.8507,0.0,0.193,4434.0,0.67,0.71,0
1.18,1.76,0.0245,0.0,713.168,5079.0,0.77,0.81,0
2.82,8.35,0.6095,0.0,1.989,5837.0,1.03,1.03,0
2.7,7.75,0.4765,0.0,1.572,5176.0,0.8,0.84,0
2.26,5.73,0.198,0.0,28.11,5690.0,1.001,0.933,0
2.95,9.01,0.303,0.0,12.071,5690.0,1.001,0.933,0
3.84,14.1,0.14354,0.0,53.002,5769.0,0.98,0.98,0
1.5,2.86,0.04766,0.0,480.405,5769.0,0.98,0.98,0
1.5,2.86,0.08832,0.0,139.884,5769.0,0.98,0.98,0
2.49,6.76,0.4426,0.0,0.849,4540.0,0.69,0.74,1
1.16,1.65,0.07555,0.0,75.56,5282.0,0.81,0.86,0
0.76,0.363,0.04765,0.0,518.437,5564.0,0.99,0.94,0
0.65,0.208,0.0387,0.0,786.082,5564.0,0.99,0.94,0
0.87,0.59,0.0629,0.0,297.806,5564.0,0.99,0.94,0
0.76,0.363,0.05649,0.0,369.999,5564.0,0.99,0.94,0
2.71,7.8,0.0867,0.0,375.651,6561.0,1.65,1.39,0
1.78,3.82,0.54465,0.0,0.833,4886.0,0.74,0.81,1
2.7,7.75,0.5442,0.0,1.408,5201.0,0.8,0.84,1
3.13,9.96,0.1366,0.0,36.302,5623.0,0.93,0.95,0
0.9,0.666,0.01556,0.0,5760.944,6078.0,1.18,1.12,0
2.64,7.46,0.4679,0.0,1.933,5706.0,0.97,0.99,0
2.57,7.13,0.6687,0.0,1.184,5324.0,0.84,0.88,1
2.09,5.02,0.056,0.0,23.5,4508.0,0.62,0.635,0
2.24,5.65,0.242,0.0,1.28,4508.0,0.62,0.635,1
3.02,9.38,0.7681,0.0,2.305,5991.0,1.11,1.07,0
2.66,7.56,0.1772,0.0,60.421,6136.0,1.22,1.14,0
2.47,6.66,0.6011,0.0,1.854,5202.0,0.78,0.85,0
1.15,1.6,0.0481,0.0,166.106,5288.0,0.81,0.85,0
2.9,8.75,0.59527,0.0,1.014,5297.0,0.81,0.84,1
1.61,3.22,0.0805,0.0,483.262,5866.0,1.06,1.04,0
1.96,4.5,0.0829,0.0,92.138,5608.0,0.95,0.97,0
1.53,2.96,0.049,0.0,645.543,6099.0,1.17,1.11,0
0.68,0.244,0.04278,0.0,189.886,5101.0,0.79,0.83,0
0.72,0.299,0.01835,0.0,1620.063,5316.0,0.82,0.86,0
2.3,5.9,0.054,0.0,135.077,5094.0,0.807,0.864,0
2.55,7.04,0.117,0.0,28.642,5094.0,0.807,0.864,0
0.89,0.64,0.04175,0.0,593.919,5815.0,1.02,1.02,0
1.09,1.32,0.0194,0.0,2364.807,5957.0,1.11,1.07,0
3.55,12.3,0.3308,0.0,31.768,5760.0,1.05,1.02,0
0.75,0.347,0.0442,0.0,390.57,5765.0,0.99,1.0,0
1.47,2.76,0.1327,0.0,41.514,5528.0,0.9,0.93,0
1.19,1.81,0.0241,0.0,510.566,4940.0,0.73,0.76,0
0.79,0.418,0.01198,0.0,2340.984,5254.0,0.81,0.84,0
2.73,7.9,0.552,0.0,2.723,5655.0,0.93,0.95,0
1.3,2.24,0.15157,0.0,72.568,5956.0,1.19,1.09,0
1.68,3.46,0.06669,0.0,495.652,6319.0,1.4,1.25,0
1.32,2.3,0.028,0.0,1572.309,5774.0,1.044,0.95,0
2.24,5.65,0.11,0.0,101.754,5774.0,1.044,0.95,0
1.46,2.73,0.0706,0.0,244.058,5866.0,1.03,1.02,0
1.07,1.24,0.16699,0.0,76.457,5550.0,0.89,0.92,0
1.52,2.92,0.04287,0.0,757.132,6297.0,1.39,1.23,0
0.94,0.779,0.05838,0.0,583.523,5618.0,0.95,0.97,0
1.2,1.87,0.0364,0.0,1343.114,5808.0,1.0,1.01,0
1.29,2.21,0.0743,0.0,289.778,5892.0,1.08,1.06,0
1.31,2.27,0.0366,0.0,803.679,5667.0,0.92,0.95,0
1.04,1.12,0.07211,0.0,156.608,5876.0,1.06,1.05,0
1.13,1.51,0.0657,0.0,57.751,4862.0,0.74,0.78,0
1.04,1.12,0.0252,0.0,1486.438,5545.0,0.86,0.9,0
0.84,0.52,0.014,0.0,396.64,4584.0,0.7,0.75,0
2.12,5.14,0.111,0.0,13.634,4623.0,0.624,0.655,0
1.9,4.27,0.158,0.0,6.677,4623.0,0.624,0.655,0
2.11,5.1,0.33571,0.0,83.088,6228.0,2.15,1.47,0
0.8,0.437,0.06865,0.0,470.862,6022.0,1.23,1.12,0
1.49,2.83,0.0316,0.0,2.5,3208.0,0.3,0.28,0
0.6,0.156,0.08307,0.0,124.307,5645.0,0.91,0.94,0
1.61,3.22,0.1168,0.0,162.544,6069.0,1.13,1.1,0
1.79,3.86,0.0445,0.0,182.941,5538.0,0.91,0.94,0
1.52,2.92,0.12208,0.0,105.771,6681.0,1.75,1.45,0
1.33,2.33,0.08747,0.0,254.701,5933.0,1.22,1.08,0
0.76,0.363,0.07419,0.0,359.79,5817.0,0.99,0.96,0
1.09,1.32,0.0205,0.0,5228.785,6166.0,1.25,1.18,0
2.38,6.26,0.082,0.0,33.463,4625.0,0.663,0.628,0
3.41,11.5,0.218,0.0,4.791,4625.0,0.663,0.628,0
1.14,1.55,0.07116,0.0,171.478,6053.0,1.16,1.11,0
1.27,2.15,0.0794,0.0,439.434,6082.0,1.16,1.1,0
1.54,2.99,0.04,0.0,1918.34,6213.0,1.28,1.18,0
3.17,10.2,0.55494,0.0,0.889,4995.0,0.77,0.81,1
1.06,1.2,0.0396,0.0,672.414,5946.0,1.08,1.06,0
1.23,2.04,0.051,0.0,185.568,5203.0,0.8,0.84,0
1.9,4.27,0.3237,0.0,33.378,5706.0,0.92,0.95,0
1.06,1.2,0.04136,0.0,1431.311,6377.0,1.39,1.25,0
0.95,0.809,0.05207,0.0,308.46,5940.0,1.09,1.07,0
1.62,3.26,0.4823,0.0,8.196,5767.0,0.99,0.99,0
1.715,3.59,0.05511,0.0,396.619,5471.0,1.118,1.003,0
3.76,13.6,0.1192,0.0,84.848,5471.0,1.118,1.003,0
